id:ID,no,name,protocol_layer,protocol_suite,abbreviation,character,work_group,:LABEL,
790,1708, NTP PICS PROFORMA - For the Network Time Protocol Version 3 ,,,,company,Network Working Group:,RFC,
791,1709, K-12 Internetworking Guidelines ,,,,company,Network Working Group,RFC,
792,171, The Data Transfer Protocol ,,,,company,Network Working Group,RFC,
793,1710, Simple Internet Protocol Plus White Paper ,,,,company,Network Working Group:,RFC,
794,1711, Classifications in E-mail Routing ,,,,company,Network Working Group,RFC,
795,1712, DNS Encoding of Geographical Location ,,,,company,Network Working Group,RFC,
796,1713, Tools for DNS debugging ,,,,company,Network Working Group,RFC,
797,1714, Referral Whois Protocol (RWhois) ,,,RWhois,company,Network Working Group,RFC,
798,1715, The H Ratio for Address Assignment Efficiency ,,,,company,Network Working Group,RFC,
799,1716, Towards Requirements for IP Routers ,,,,company,Network Working Group,RFC,
800,1717, The PPP Multilink Protocol (MP) ,,,MP,company,Network Working Group,RFC,
801,1718, The Tao of IETF - A Guide for New Attendees of the Internet Engineering Task Force ,,,,company,Network Working Group,RFC,
802,1719, A Direction for IPng ,,,,company,Network Working Group,RFC,
803,172, The File Transfer Protocol ,,,,company,Request for Comments #172,RFC,
804,1720, Internet Official Protocol Standards ,,,,person,Request for Comments: 1720,RFC,
805,1721, RIP Version 2 Protocol Analysis ,,,,company,Network Working Group,RFC,
806,1722, RIP Version 2 Protocol Applicability Statement ,,,,company,Network Working Group,RFC,
807,1723, RIP Version 2 - Carrying Additional Information ,,Tag Swithching,,company,Network Working Group,RFC,
808,1724, RIP Version 2 MIB Extension ,,,,company,Network Working Group,RFC,
809,1725, Post Office Protocol - Version 3 ,,,,company,Network Working Group,RFC,
810,1726, Technical Criteria for Choosing IP The Next Generation (IPng) ,,,IPng,company,Network Working Group,RFC,
811,1727, A Vision of an Integrated Internet Information Service ,,,,company,Network Working Group,RFC,
812,1728, Resource Transponders ,,,,company,Network Working Group,RFC,
813,1729, Using the Z39.50 Information Retrieval Protocol ,,,,company,Network Working Group,RFC,
814,173, Network Data Management Committee Meeting Announcement ,,,,person,Network Working Group,RFC,
815,1730, Internet Message Access Protocol - Version 4 ,Application Layer,,,company,Network Working Group,RFC,
816,1731, IMAP4 Authentication Mechanisms ,,,,company,Network Working Group,RFC,
817,1732, IMAP4 Compatibility with IMAP2 and IMAP2bis ,,,,company,Network Working Group,RFC,
818,1733, Distributed Electronic Mail Models in IMAP4 ,,,,company,Network Working Group,RFC,
819,1734, POP3 AUTHentication command ,,,,company,Network Working Group,RFC,
820,1735, NBMA Address Resolution Protocol (NARP) ,,,NARP,company,Network Working Group,RFC,
821,1736, Functional Recommendations for Internet Resource Locators ,,,,company,Network Working Group,RFC,
822,1737, Functional Requirements for Uniform Resource Names ,,,,company,Network Working Group,RFC,
823,1738, Uniform Resource Locators (URL) ,,,URL,company,Network Working Group,RFC,
824,1739, A Primer On Internet and TCP/IP Tools ,,,,company,Network Working Group,RFC,
825,174, UCLA - Computer Science Graphics Overview ,,,,company,NWG,RFC,
826,1740, MIME Encapsulation of Macintosh Files - MacMIME ,,,,company,Network Working Group,RFC,
827,1741, MIME Content Type for BinHex Encoded Files ,,,,company,Network Working Group,RFC,
828,1742, AppleTalk Management Information Base II ,,AppleTalk,,company,Network Working Group,RFC,
829,1743, IEEE 802.5 MIB using SMIv2 ,,,,company,Network Working Group,RFC,
830,1744, Observations on the Management of the Internet Address Space ,,,,company,Network Working Group,RFC,
831,1745, BGP4/IDRP for IP---OSPF Interaction ,,,,company,Network Working Group,RFC,
832,1746, Ways to Define User Expectations ,,,,company,Network Working Group,RFC,
833,1747, Definitions of Managed Objects for SNA Data Link Control (SDLC) using SMIv2 ,,,SDLC,company,Network Working Group,RFC,
834,1748,IEEE 802.5 MIB using SMIv2,,TCP/IP,,company,Network Working Group,RFC,
835,1749, IEEE 802.5 Station Source Routing MIB using SMIv2 ,,TCP/IP,,company,Network Working Group,RFC,
836,175, Comments on "Socket Conventions Reconsidered" ,,,,company,Request for Comments: 175,RFC,
837,1750, Randomness Recommendations for Security ,,,,company,,RFC,
838,1751, A Convention for Human-Readable 128-bit Keys ,,,,company,Network Working Group,RFC,
839,1752, The Recommendation for the IP Next Generation Protocol ,,,,company,Network Working Group,RFC,
840,1753, IPng Technical Requirements Of the Nimrod Routing and Addressing Architecture ,,,,person,Network Working Group,RFC,
841,1754, IP over ATM Working Group's Recommendations for the ATM Forum's Multiprotocol BOF Version 1 ,,ATM,,company,Network Working Group,RFC,
842,1755, ATM Signaling Support for IP over ATM ,,,,company,Network Working Group,RFC,
843,1756, Remote Write Protocol - Version 1.0 ,,,,company,Network Working Group,RFC,
844,1757, Remote Network Monitoring Management Information Base ,,,,company,Network Working Group,RFC,
845,1758, NADF Standing Documents: A Brief Overview ,,,,person,Network Working Group,RFC,
846,1759, Printer MIB ,,,,company,Network Working Group,RFC,
847,176, Comments on "Byte size for connections" ,,,,person,Network Working Group,RFC,
848,1760, The S/KEY One-Time Password System ,,,,company,Network Working Group,RFC,
849,1761, Snoop Version 2 Packet Capture File Format ,,,,company,Network Working Group,RFC,
850,1762, The PPP DECnet Phase IV Control Protocol (DNCP) ,,,DNCP,company,Network Working Group,RFC,
851,1763, The PPP Banyan Vines Control Protocol (BVCP) ,,,BVCP,company,Network Working Group,RFC,
852,1764, The PPP XNS IDP Control Protocol (XNSCP) ,,,XNSCP,company,Network Working Group,RFC,
853,1765, OSPF Database Overflow ,,,,company,Network Working Group,RFC,
854,1766, Tags for the Identification of Languages ,,,,company,Network Working Group,RFC,
855,1767, MIME Encapsulation of EDI Objects ,,,,company,Network Working Group,RFC,
856,1768, Host Group Extensions for CLNP Multicasting ,,,,company,Network Working Group,RFC,
857,1769, Simple Network Time Protocol (SNTP) ,,,SNTP,company,Network Working Group,RFC,
858,177, Device independent graphical display description ,,,,company,NETWORK WORKING GROUP,RFC,
859,1770, IPv4 Option for Sender Directed Multi-Destination Delivery ,,,,company,Network Working Group,RFC,
860,1771, A Border Gateway Protocol 4 (BGP-4) ,,,BGP-4,company,Network Working Group,RFC,
861,1772, Application of the Border Gateway Protocol in the Internet ,,,,company,Network Working Group,RFC,
862,1773, Experience with the BGP-4 protocol ,,,,company,Network Working Group,RFC,
863,1774, BGP-4 Protocol Analysis ,,,,military,,RFC,
864,1775, To Be "On" the Internet ,,,,company,Network Working Group,RFC,
865,1776, The Address is the Message ,,,,company,Network Working Group,RFC,
866,1777, Lightweight Directory Access Protocol ,Session Layer,,,company,Network Working Group,RFC,
867,1778, The String Representation of Standard Attribute Syntaxes ,,,,company,Network Working Group,RFC,
868,1779, A String Representation of Distinguished Names ,,,,company,Network Working Group,RFC,
869,178, Network graphic attention handling ,,,,company,Network Working Group,RFC,
870,1780, Internet Official Protocol Standards ,,,,military,,RFC,
871,1781, Using the OSI Directory to Achieve User Friendly Naming ,,,,company,Network Working Group,RFC,
872,1782, TFTP Option Extension ,,,,company,Network Working Group,RFC,
873,1783, TFTP Blocksize Option ,,,,company,Network Working Group,RFC,
874,1784, TFTP Timeout Interval and Transfer Size Options ,,,,company,Network Working Group,RFC,
875,1785, TFTP Option Negotiation Analysis ,,,,company,Network Working Group,RFC,
876,1786, Representation of IP Routing Policies in a Routing Registry (ripe-81++) ,,,ripe-81++,company,Network Working Group,RFC,
877,1787, Routing in a Multi-provider Internet ,,,,company,Network Working Group,RFC,
878,1788, ICMP Domain Name Messages ,,,,company,Network Working Group,RFC,
879,1789, INETPhone: Telephone Services and Servers on Internet ,,,,company,Network Working Group,RFC,
880,179, Link Number Assignments ,,,,company,Network Working Group,RFC,
881,1790, An Agreement between the Internet Society and Sun Microsystems  Inc. in the Matter of ONC RPC and XDR Protocols ,,,,company,Network Working Group,RFC,
882,1791, TCP And UDP Over IPX Networks With Fixed Path MTU ,,,,company,Network Working Group,RFC,
883,1792, TCP/IPX Connection Mib Specification ,,,,company,Network Working Group,RFC,
884,1793, Extending OSPF to Support Demand Circuits ,,,,company,Network Working Group,RFC,
885,1794, DNS Support for Load Balancing ,,,,company,Network Working Group,RFC,
886,1795, Data Link Switching: Switch-to-Switch Protocol AIW DLSw RIG: DLSw Closed Pages  DLSw Standard Version 1 ,,,,company,Network Working Group,RFC,
887,1796, Not All RFCs are Standards ,,,,company,Network Working Group,RFC,
888,1797, Class A Subnet Experiment ,,,,military,,RFC,
889,1798, Connection-less Lightweight X.500 Directory Access Protocol ,,,,company,Network Working Group,RFC,
890,1799, Request for Comments Summary RFC Numbers 1700-1799 ,,,,company,Network Working Group,RFC,
891,18, IMP-IMP and HOST-HOST Control Links ,,,,company,Request for Comments: 18,RFC,
892,180, File system questionnaire ,,,,company,Network Working Group,RFC,
893,1800, Internet Official Protocol Standards ,,,,military,,RFC,
894,1801, MHS use of the X.500 Directory to support MHS Routing ,,,,company,Network Working Group,RFC,
895,1802, Introducing Project Long Bud: Internet Pilot Project for the Deployment of X.500 Directory Information in Support of X.400 Routing ,,,,company,Network Working Group,RFC,
896,1803, Recommendations for an X.500 Production Directory Service ,,,,company,Network Working Group,RFC,
897,1804, Schema Publishing in X.500 Directory ,,,,company,Network Working Group,RFC,
898,1805,Location-Independent Data/Software Integrity Protocol,,,,company,Network Working Group,RFC,
899,1806, Communicating Presentation Information in Internet Messages: The Content-Disposition Header ,,,,company,Network Working Group,RFC,
900,1807, A Format for Bibliographic Records ,,,,company,Network Working Group,RFC,
901,1808, Relative Uniform Resource Locators ,,,,company,Network Working Group,RFC,
902,1809, Using the Flow Label Field in IPv6 ,,,,company,Network Working Group,RFC,
903,181, Modifications to RFC 177 ,,,,military,,RFC,
904,1810, Report on MD5 Performance ,,,,company,Network Working Group,RFC,
905,1811, U.S. Government Internet Domain Names ,,,,person,Network Working Group,RFC,
906,1812, Requirements for IP Version 4 Routers ,,TCP/IP,,military,,RFC,
907,1813, NFS Version 3 Protocol Specification ,,,,company,Network Working Group,RFC,
908,1814, Unique Addresses are Good ,,,,company,Network Working Group,RFC,
909,1815, Character Sets ISO-10646 and ISO-10646-J-1 ,,,,company,Network Working Group,RFC,
910,1816, U.S. Government Internet Domain Names ,,,,person,Network Working Group,RFC,
911,1817, CIDR and Classful Routing ,,,,company,Network Working Group,RFC,
912,1818,Best Current Practices ,,,,company,Network Working Group,RFC,
913,1819, Internet Stream Protocol Version 2 (ST2) Protocol Specification - Version ST2+ ,,,ST2,military,,RFC,
914,182, Compilation of list of relevant site reports ,,,,company,RFC 182,RFC,
915,1820, Multimedia E-mail (MIME) User Agent Checklist ,,,MIME,company,Network Working Group,RFC,
916,1821, Integration of Real-time Services in an IP-ATM Network Architecture ,,,,company,Network Working Group,RFC,
917,1822, A Grant of Rights to Use a Specific IBM patent with Photuris ,,,,company,Network Working Group,RFC,
918,1823, The LDAP Application Program Interface ,,,,company,Network Working Group,RFC,
919,1824, The Exponential Security System TESS: An Identity-Based Cryptographic Protocol for Authenticated Key-Exchange (E.I.S.S.-Report 1995/4) ,,,E.I.S.S.-Report 1995/4,company,Network Working Group,RFC,
920,1825, Security Architecture for the Internet Protocol ,,,,company,Network Working Group,RFC,
921,1826, IP Authentication Header ,,,,company,Network Working Group,RFC,
922,1827, IP Encapsulating Security Payload (ESP) ,,,ESP,company,Network Working Group,RFC,
923,1828, IP Authentication using Keyed MD5 ,,TCP/IP,,company,Network Working Group,RFC,
924,1829, The ESP DES-CBC Transform ,,TCP/IP,,company,Network Working Group,RFC,
925,183,EBCDIC Codes and Their Mapping to ASCII ,,,,company,Network Working Group,RFC,
926,1830, SMTP Service Extensions for Transmission of Large and Binary MIME Messages ,,,,company,Network Working Group,RFC,
927,1831, RPC: Remote Procedure Call Protocol Specification Version 2 ,Session Layer,,,company,Network Working Group,RFC,
928,1832, XDR: External Data Representation Standard ,,,,company,Network Working Group,RFC,
929,1833, Binding Protocols for ONC RPC Version 2 ,,,,company,Network Working Group,RFC,
930,1834, Whois and Network Information Lookup Service  Whois++ ,,,,company,Network Working Group,RFC,
931,1835, Architecture of the WHOIS++ service ,,,,company,Network Working Group,RFC,
932,1836, Representing the O/R Address hierarchy in the X.500 Directory Information Tree ,,,,company,Network Working Group,RFC,
933,1837, Representing Tables and Subtrees in the X.500 Directory ,,,,company,Network Working Group,RFC,
934,1838,Use of the X.500 Directory to support mapping between X.400 and RFC 822 Addresses,,,,company,Network Working Group,RFC,
935,1839,Not Issued ,,,,military,,RFC,
936,184, Proposed graphic display modes ,,,,company,Network Working Group,RFC,
937,1840,Not Issued ,,,,military,,RFC,
938,1841, PPP Network Control Protocol for LAN Extension ,,,,company,Network Working Group,RFC,
939,1842, ASCII Printable Characters-Based Chinese Character Encoding for Internet Messages ,,,,company,Network Working Group,RFC,
940,1843, HZ - A Data Format for Exchanging Files of Arbitrarily Mixed Chinese and ASCII characters ,,,,company,Network Working Group,RFC,
941,1844, Multimedia E-mail (MIME) User Agent Checklist ,,,MIME,company,Network Working Group,RFC,
942,1845, SMTP Service Extension for Checkpoint/Restart ,,,,company,Network Working Group,RFC,
943,1846, SMTP 521 Reply Code ,,,,company,Network Working Group,RFC,
944,1847, Security Multiparts for MIME: Multipart/Signed and Multipart/Encrypted ,,,,company,Network Working Group,RFC,
945,1848, MIME Object Security Services ,,,,company,Network Working Group,RFC,
946,1849,Son of 1036: News Article Format and Transmission,,,,company,Independent Submission,RFC,
947,185, NIC distribution of manuals and handbooks ,,,,company,RFC 185,RFC,
948,1850, OSPF Version 2 Management Information Base ,,,,company,Network Working Group,RFC,
949,1851, The ESP Triple DES Transform ,,TCP/IP,,company,Network Working Group,RFC,
950,1852, IP Authentication using Keyed SHA ,,TCP/IP,,company,Network Working Group,RFC,
951,1853, IP in IP Tunneling ,,,,company,Network Working Group,RFC,
952,1854, SMTP Service Extension for Command Pipelining ,,,,company,Network Working Group,RFC,
953,1855, Netiquette Guidelines ,,,,company,Network Working Group,RFC,
954,1856, The Opstat Client-Server Model for Statistics Retrieval ,,,,company,Network Working Group,RFC,
955,1857, A Model for Common Operational Statistics ,,,,company,Network Working Group,RFC,
956,1858, Security Considerations for IP Fragment Filtering ,,,,company,Network Working Group,RFC,
957,1859, ISO Transport Class 2 Non-use of Explicit Flow Control over TCP RFC1006 extension ,,,,company,Network Working Group,RFC,
958,186, Network graphics loader ,,,,company,Network Working Group,RFC,
959,1860, Variable Length Subnet Table For IPv4 ,,,,company,Network Working Group,RFC,
960,1861, Simple Network Paging Protocol - Version 3 -Two-Way Enhanced ,,CDMA,,company,Network Working Group,RFC,
961,1862, Report of the IAB Workshop on Internet Information Infrastructure  October 12-14  1994 ,,,,company,Network Working Group,RFC,
962,1863, A BGP/IDRP Route Server alternative to a full mesh routing ,,,,company,Network Working Group,RFC,
963,1864, The Content-MD5 Header Field ,,,,company,Network Working Group,RFC,
964,1865, EDI Meets the Internet Frequently Asked Questions about Electronic Data Interchange (EDI) on the Internet ,,,EDI,person,Network Working Group,RFC,
965,1866, Hypertext Markup Language - 2.0 ,,,,person,Network Working Group,RFC,
966,1867, Form-based File Upload in HTML ,,,,company,Network Working Group,RFC,
967,1868, ARP Extension - UNARP ,,,,company,Network Working Group,RFC,
968,1869, SMTP Service Extensions ,,,,company,Network Working Group,RFC,
969,187, Network/440 Protocol Concept ,,,,company,Network Working Group,RFC,
970,1870, SMTP Service Extension for Message Size Declaration ,,,,company,Network Working Group,RFC,
971,1871, Addendum to RFC 1602 -- Variance Procedure ,,,,company,Network Working Group,RFC,
972,1872, The MIME Multipart/Related Content-type ,,,,company,Network Working Group,RFC,
973,1873, Message/External-Body Content-ID Access Type ,,,,company,Network Working Group,RFC,
974,1874, SGML Media Types ,,,,company,Network Working Group,RFC,
975,1875, UNINETT PCA Policy Statements ,,,,company,Network Working Group,RFC,
976,1876, A Means for Expressing Location Information in the Domain Name System ,,,,company,Network Working Group,RFC,
977,1877, PPP Internet Protocol Control Protocol Extensions for Name Server Addresses ,,,,company,Network Working Group,RFC,
978,1878, Variable Length Subnet Table For IPv4 ,,TCP/IP,,company,Network Working Group,RFC,
979,1879, Class A Subnet Experiment Results and Recommendations ,,,,military,,RFC,
980,188, Data management meeting announcement ,,,,company,Network Working Group,RFC,
981,1880, Internet Official Protocol Standards ,,,,military,,RFC,
982,1881, IPv6 Address Allocation Management ,,,,person,Network Working Group,RFC,
983,1882, The 12-Days of Technology Before Christmas ,,,,company,Network Working Group,RFC,
984,1883, Internet Protocol  Version 6 (IPv6) Specification ,Network Layer,,IPv6,person,Network Working Group,RFC,
985,1884,IP Version 6 Addressing Architecture ,,,,military,,RFC,
986,1885, Internet Control Message Protocol (ICMPv6) for the Internet Protocol Version 6 (IPv6) ,Network Layer,,ICMPv6,person,Network Working Group,RFC,
987,1886, DNS Extensions to support IP version 6 ,,TCP/IP,,company,Network Working Group,RFC,
988,1887, An Architecture for IPv6 Unicast Address Allocation ,,,,military,,RFC,
989,1888, OSI NSAPs and IPv6 ,,,,company,Network Working Group,RFC,
990,1889, RTP: A Transport Protocol for Real-Time Applications ,,,,company,Network Working Group,RFC,
991,189, Interim NETRJS specifications ,,,,company,Network Working Group,RFC,
992,1890, RTP Profile for Audio and Video Conferences with Minimal Control ,,,,company,Network Working Group,RFC,
993,1891, SMTP Service Extension for Delivery Status Notifications ,,,,company,Network Working Group,RFC,
994,1892, The Multipart/Report Content Type for the Reporting of Mail System Administrative Messages ,,,,company,Network Working Group,RFC,
995,1893, Enhanced Mail System Status Codes ,,,,company,Network Working Group,RFC,
996,1894, An Extensible Message Format for Delivery Status Notifications ,,,,company,Network Working Group,RFC,
997,1895, The Application/CALS-1840 Content-type ,,,,company,Network Working Group,RFC,
998,1896, The text/enriched MIME Content-type ,,,,company,Network Working Group,RFC,
999,1897, IPv6 Testing Address Allocation ,,,,company,Network Working Group,RFC,
1000,1898, CyberCash Credit Card Protocol Version 0.8 ,,,,company,Network Working Group,RFC,
1001,1899, Request for Comments Summary RFC Numbers 1800-1899 ,,,,company,Network Working Group,RFC,
1002,19, Two protocol suggestions to reduce congestion at swap bound nodes ,,,,company,Network Working Group,RFC,
1003,190, DEC PDP-10-IMLAC communications system ,,,,company,Network Working Group,RFC,
1004,1900, Renumbering Needs Work ,,,,company,Network Working Group,RFC,
1005,1901, Introduction to Community-based SNMPv2 ,,,,company,Request for Comments: 1901,RFC,
1006,1902, Structure of Management Information for Version 2 of the Simple Network Management Protocol (SNMPv2) ,,,SNMPv2,company,Request for Comments: 1902,RFC,
1007,1903, Textual Conventions for Version 2 of the Simple Network Management Protocol (SNMPv2) ,,,SNMPv2,company,Request for Comments: 1903,RFC,
1008,1904, Conformance Statements for Version 2 of the Simple Network Management Protocol (SNMPv2) ,,,SNMPv2,company,Request for Comments: 1904,RFC,
1009,1905, Protocol Operations for Version 2 of the Simple Network Management Protocol (SNMPv2) ,,,SNMPv2,company,Request for Comments: 1905,RFC,
1010,1906,Transport Mappings for Version 2 of the Simple Network Management Protocol (SNMPv2),,,SNMPv2,company,Request for Comments: 1906,RFC,
1011,1907, Management Information Base for Version 2 of the Simple Network Management Protocol (SNMPv2) ,,,SNMPv2,company,Request for Comments: 1907,RFC,
1012,1908,Coexistence between Version 1 and Version 2 of the Internet-standard Network Management Framework,,,,company,Request for Comments: 1908,RFC,
1013,1909, An Administrative Infrastructure for SNMPv2 ,,,,military,,RFC,
1014,191, Graphics implementation and conceptualization at Augmentation Research Center ,,,,company,RFC 191,RFC,
1015,1910, User-based Security Model for SNMPv2 ,,,,military,,RFC,
1016,1911, Voice Profile for Internet Mail ,,,,company,Network Working Group,RFC,
1017,1912, Common DNS Operational and Configuration Errors ,,,,company,Network Working Group,RFC,
1018,1913, Architecture of the Whois++ Index Service ,,,,company,Network Working Group,RFC,
1019,1914, How to Interact with a Whois++ Mesh ,,,,company,Network Working Group,RFC,
1020,1915, Variance for The PPP Compression Control Protocol and The PPP Encryption Control Protocol ,,,,company,Network Working Group,RFC,
1021,1916, Enterprise Renumbering: Experience and Information Solicitation ,,,,company,Network Working Group,RFC,
1022,1917, An Appeal to the Internet Community to Return Unused IP Networks (Prefixes) to the IANA ,,,Prefixes,company,Network Working Group,RFC,
1023,1918, Address Allocation for Private Internets ,,VoIP,,company,Network Working Group,RFC,
1024,1919, Classical versus Transparent IP Proxies ,,,,company,Network Working Group,RFC,
1025,192, Some factors which a Network Graphics Protocol must consider ,,,,company,Network Working Group,RFC,
1026,1920, Internet Official Protocol Standards ,,,,person,Request for Comments: 1920,RFC,
1027,1921, TNVIP Protocol ,,,,company,Network Working Group,RFC,
1028,1922, Chinese Character Encoding for Internet Messages ,,,,company,Network Working Group,RFC,
1029,1923, RIPv1 Applicability Statement for Historic Status ,,,,company,Network Working Group,RFC,
1030,1924, A Compact Representation of IPv6 Addresses ,,,,company,Network Working Group,RFC,
1031,1925, The Twelve Networking Truths ,,,,company,Network Working Group,RFC,
1032,1926, An Experimental Encapsulation of IP Datagrams on Top of ATM ,,ATM,,company,Network Working Group,RFC,
1033,1927, Suggested Additional MIME Types for Associating Documents ,,,,company,Network Working Group,RFC,
1034,1928, SOCKS Protocol Version 5 ,Application Layer,,,company,Network Working Group,RFC,
1035,1929, Username/Password Authentication for SOCKS V5 ,,,,company,Network Working Group,RFC,
1036,193, NETWORK CHECKOUT ,,,,company,Request for Comments:  193,RFC,
1037,1930, Guidelines for creation  selection  and registration of an Autonomous System (AS) ,,,AS,company,Network Working Group,RFC,
1038,1931, Dynamic RARP Extensions for Automatic Network Address Acquisition ,,,,company,Network Working Group,RFC,
1039,1932, IP over ATM: A Framework Document ,,,,company,Network Working Group,RFC,
1040,1933, Transition Mechanisms for IPv6 Hosts and Routers ,,,,company,Network Working Group,RFC,
1041,1934, Ascend's Multilink Protocol Plus (MP+) ,,,MP+,company,Network Working Group,RFC,
1042,1935, What is the Internet  Anyway? ,,,,company,Network Working Group,RFC,
1043,1936, Implementing the Internet Checksum in Hardware ,,,,company,Network Working Group,RFC,
1044,1937, "Local/Remote" Forwarding Decision in Switched Data Link Subnetworks ,,,,company,Network Working Group,RFC,
1045,1938, A One-Time Password System ,,,,company,Network Working Group,RFC,
1046,1939, Post Office Protocol - Version 3 ,Application Layer,,,company,Network Working Group,RFC,
1047,194, The Data Reconfiguration Service -- Compiler/Interpreter Implementation Notes ,,,,company,,RFC,
1048,1940, Source Demand Routing: Packet Format and Forwarding Specification (Version 1) ,,,Version 1,company,Network Working Group,RFC,
1049,1941, Frequently Asked Questions for Schools ,,,,company,Network Working Group,RFC,
1050,1942, HTML Tables ,,,,company,Network Working Group,RFC,
1051,1943, Building an X.500 Directory Service in the US ,,,,company,Network Working Group,RFC,
1052,1944, Benchmarking Methodology for Network Interconnect Devices ,,,,company,Network Working Group,RFC,
1053,1945, Hypertext Transfer Protocol -- HTTP/1.0 ,Application Layer,,,company,Network Working Group,RFC,
1054,1946, Native ATM Support for ST2+ ,,ATM,,company,Network Working Group,RFC,
1055,1947, Greek Character Encoding for Electronic Mail Messages ,,,,company,Network Working Group,RFC,
1056,1948, Defending Against Sequence Number Attacks ,,,,company,Network Working Group,RFC,
1057,1949, Scalable Multicast Key Distribution ,,,,company,Network Working Group,RFC,
1058,195, Data computers-data descriptions and access language ,,,,company,Network Working Group,RFC,
1059,1950, ZLIB Compressed Data Format Specification version 3.3 ,,,,company,Network Working Group,RFC,
1060,1951, DEFLATE Compressed Data Format Specification version 1.3 ,,,,company,Network Working Group,RFC,
1061,1952, GZIP file format specification version 4.3 ,,,,company,Network Working Group,RFC,
1062,1953, Ipsilon Flow Management Protocol Specification for IPv4 Version 1.0 ,,,,person,Network Working Group,RFC,
1063,1954, Transmission of Flow Labelled IPv4 on ATM Data Links Ipsilon Version 1.0 ,,,,person,Network Working Group,RFC,
1064,1955, New Scheme for Internet Routing and Addressing (ENCAPS) for IPNG ,,,ENCAPS,company,Network Working Group,RFC,
1065,1956, Registration in the MIL Domain ,,,,company,Network Working Group,RFC,
1066,1957, Some Observations on Implementations of the Post Office Protocol (POP3) ,,,POP3,company,Network Working Group,RFC,
1067,1958, Architectural Principles of the Internet ,,,,military,,RFC,
1068,1959, An LDAP URL Format ,,,,company,Network Working Group,RFC,
1069,196, Mail Box Protocol ,,,,company,NETWORK WORKING GROUP,RFC,
1070,1960, A String Representation of LDAP Search Filters ,,,,company,Network Working Group,RFC,
1071,1961, GSS-API Authentication Method for SOCKS Version 5 ,,,,company,Network Working Group,RFC,
1072,1962, The PPP Compression Control Protocol (CCP) ,,,CCP,company,Network Working Group,RFC,
1073,1963, PPP Serial Data Transport Protocol (SDTP) ,,,SDTP,company,Network Working Group,RFC,
1074,1964, The Kerberos Version 5 GSS-API Mechanism ,,,,company,Network Working Group,RFC,
1075,1965, Autonomous System Confederations for BGP ,,,,company,Network Working Group,RFC,
1076,1966, BGP Route Reflection An alternative to full mesh IBGP ,,,,company,Network Working Group,RFC,
1077,1967, PPP LZS-DCP Compression Protocol (LZS-DCP) ,,,LZS-DCP,company,Network Working Group,RFC,
1078,1968, The PPP Encryption Control Protocol (ECP) ,,,ECP,company,Network Working Group,RFC,
1079,1969, The PPP DES Encryption Protocol (DESE) ,,PPP,DESE,company,Network Working Group,RFC,
1080,197, Initial Connection Protocol - Reviewed ,,,,person,Network Working Group,RFC,
1081,1970, Neighbor Discovery for IP Version 6 (IPv6) ,,,IPv6,company,Network Working Group,RFC,
1082,1971, IPv6 Stateless Address Autoconfiguration ,,,,company,Network Working Group,RFC,
1083,1972, A Method for the Transmission of IPv6 Packets over Ethernet Networks ,,,,company,Network Working Group,RFC,
1084,1973, PPP in Frame Relay ,,Frame Relay,,company,Network Working Group,RFC,
1085,1974, PPP Stac LZS Compression Protocol ,,,,company,Network Working Group,RFC,
1086,1975, PPP Magnalink Variable Resource Compression ,,PPP,,company,Network Working Group,RFC,
1087,1976, PPP for Data Compression in Data Circuit-Terminating Equipment (DCE) ,,,DCE,company,Network Working Group,RFC,
1088,1977, PPP BSD Compression Protocol ,,,,person,Network Working Group,RFC,
1089,1978, PPP Predictor Compression Protocol ,,,,company,Network Working Group,RFC,
1090,1979, PPP Deflate Protocol ,,,,company,Network Working Group,RFC,
1091,198, Site Certification - Lincoln Labs 360/67 ,,,,person,Network Working Group,RFC,
1092,1980,A Proposed Extension to HTML : Client-Side Image Maps,,,,company,Network Working Group,RFC,
1093,1981, Path MTU Discovery for IP version 6 ,,,,company,Network Working Group,RFC,
1094,1982, Serial Number Arithmetic ,,,,company,Network Working Group,RFC,
1095,1983, Internet Users' Glossary ,,,,military,,RFC,
1096,1984,IAB and IESG Statement on Cryptographic Technology and the Internet ,,,,person,Network Working Group,RFC,
1097,1985, SMTP Service Extension for Remote Message Queue Starting ,,,,company,Network Working Group,RFC,
1098,1986, Experiments with a Simple File Transfer Protocol for Radio Links using Enhanced Trivial File Transfer Protocol (ETFTP) ,,,ETFTP,company,Network Working Group,RFC,
1099,1987, Ipsilon's General Switch Management Protocol Specification Version 1.1 ,,,,person,Network Working Group,RFC,
1100,1988, Conditional Grant of Rights to Specific Hewlett-Packard Patents In Conjunction With the Internet Engineering Task Force's Internet-Standard Network Management Framework ,,,,company,Network Working Group,RFC,
1101,1989, PPP Link Quality Monitoring ,,,,company,Network Working Group,RFC,
1102,199,Suggestions for a Network Data-Tablet Graphics Protocol ,,,,company,Network Working Group,RFC,
1103,1990, The PPP Multilink Protocol (MP) ,,,MP,company,Network Working Group,RFC,
1104,1991, PGP Message Exchange Formats ,,,,company,Network Working Group,RFC,
1105,1992, The Nimrod Routing Architecture ,,,,company,Network Working Group,RFC,
1106,1993, PPP Gandalf FZA Compression Protocol ,,PPP,,company,Network Working Group,RFC,
1107,1994, PPP Challenge Handshake Authentication Protocol (CHAP) ,,TCP/IP,CHAP,company,Network Working Group,RFC,
