id:ID,no,name,protocol_layer,protocol_suite,abbreviation,character,work_group,:LABEL,
1,1,Host Software ,,,,company,Network Working Group,RFC,
2,10, Documentation conventions ,,,,company,Network Working Group,RFC,
3,100, Categorization and guide to NWG/RFCs ,,,,company,Network Working Group,RFC,
4,1000, Request For Comments reference guide ,,,,company,Network Working Group,RFC,
5,1001, Protocol standard for a NetBIOS service on a TCP/UDP transport: Concepts and methods ,Presentation Layer,TCP/IP,,military,,RFC,
6,1002, Protocol standard for a NetBIOS service on a TCP/UDP transport: Detailed specifications ,,TCP/IP,,military,,RFC,
7,1003, Issues in defining an equations representation standard ,,,,company,Network Working Group,RFC,
8,1004, Distributed-protocol authentication scheme ,,,,company,Network Working Group,RFC,
9,1005, ARPANET AHIP-E Host Access Protocol (enhanced AHIP) ,,,enhanced AHIP,company,Network Working Group,RFC,
10,1006,ISO Transport Service on top of the TCP Version: 3,,,,military,,RFC,
11,1007, Military supplement to the ISO Transport Protocol ,,,,person,Network Working Group,RFC,
12,1008, Implementation guide for the ISO Transport Protocol ,,,,person,Network Working Group,RFC,
13,1009, Requirements for Internet gateways ,,TCP/IP,,company,Network Working Group,RFC,
14,101, Notes on the Network Working Group meeting  Urbana  Illinois  February 17  1971 ,,,,company,Network Working Group,RFC,
15,1010, Assigned numbers ,,,,company,Network Working Group,RFC,
16,1011, Official Internet protocols ,,,,company,Network Working Group,RFC,
17,1012, Bibliography of Request For Comments 1 through 999 ,,,,company,Network Working Group,RFC,
18,1013, X Window System Protocol  version 11: Alpha update April 1987 ,,,,person,Network Working Group,RFC,
19,1014, XDR: External Data Representation standard ,,,,person,Network Working Group,RFC,
20,1015, Implementation plan for interagency research Internet ,,,,company,Network Working Group,RFC,
21,1016,Something a Host Could Do with Source Quench: The Source Quench Introduced Delay (SQuID) ,,,SQuID,company,Network Working Group,RFC,
22,1017, Network requirements for scientific research: Internet task force on scientific computing ,,,,company,Network Working Group,RFC,
23,1018, Some comments on SQuID ,,,,company,Network Working Group,RFC,
24,1019, Report of the Workshop on Environments for Computational Mathematics ,,,,company,Network Working Group,RFC,
25,102, Output of the Host-Host Protocol glitch cleaning committee ,,,,company,Network Working Group,RFC,
26,1020, Internet numbers ,,,,company,Network Working Group,RFC,
27,1021, High-level Entity Management System (HEMS) ,,,HEMS,company,Network Working Group,RFC,
28,1022, High-level Entity Management Protocol (HEMP) ,,,HEMP,company,Network Working Group,RFC,
29,1023, HEMS monitoring and control language ,,,,company,Network Working Group,RFC,
30,1024, HEMS variable definitions ,,,,company,Network Working Group,RFC,
31,1025, TCP and IP bake off ,,,,company,Network Working Group,RFC,
32,1026, Addendum to RFC 987: (Mapping between X.400 and RFC-822) ,,,Mapping between X.400 and RFC-822,company,Network Working Group,RFC,
33,1027, Using ARP to implement transparent subnet gateways ,,,,company,Network Working Group,RFC,
34,1028, Simple Gateway Monitoring Protocol ,,,,company,Network Working Group,RFC,
35,1029, More fault tolerant approach to address resolution for a Multi-LAN system of Ethernets ,,,,company,Network Working Group,RFC,
36,103, Implementation of Interrupt Keys ,,,,company,R B Kalin,RFC,
38,1030, On testing the NETBLT Protocol over divers networks ,,,,company,Network Working Group,RFC,
39,1031, MILNET name domain transition ,,,,company,Networking Working Group,RFC,
40,1032, Domain administrators guide ,,,,company,Network Working Group,RFC,
41,1033,Domain Administrators Operations Guide ,,,,company,Network Working Group,RFC,
42,1034, Domain names - concepts and facilities ,,TCP/IP,,company,Network Working Group,RFC,
43,1035,Domain names - implementation and specification ,,TCP/IP,,company,Network Working Group,RFC,
44,1036, Standard for interchange of USENET messages ,,,,company,Network Working Group,RFC,
45,1037, NFILE - a file access protocol ,,,,person,Network Working Group,RFC,
46,1038, Draft revised IP security option ,,,,company,Network Working Group,RFC,
47,1039, DoD statement on Open Systems Interconnection protocols ,,,,company,Network Working Group,RFC,
48,104, Link 191 ,,,,company,NIC # 5768,RFC,
49,1040, Privacy enhancement for Internet electronic mail: Part I: Message encipherment and authentication procedures ,,,,company,Network Working Group,RFC,
50,1041, Telnet 3270 regime option ,,,,company,Network Working Group,RFC,
51,1042, Standard for the transmission of IP datagrams over IEEE 802 networks ,,TCP/IP,,company,Network Working Group,RFC,
52,1043, Telnet Data Entry Terminal option: DODIIS implementation ,,,,company,Network Working Group,RFC,
53,1044, Internet Protocol on Network System's HYPERchannel: Protocol Specification ,,,,company,Network Working Group,RFC,
54,1045, VMTP: Versatile Message Transaction Protocol: Protocol specification ,,,,company,Network Working Group,RFC,
55,1046, Queuing algorithm to provide type-of-service for IP links ,,,,company,Network Working Group,RFC,
56,1047, Duplicate messages and SMTP ,,,,company,Network Working Group,RFC,
57,1048, BOOTP vendor information extensions ,,,,company,Network Working Group,RFC,
58,1049, Content-type header field for Internet messages ,,,,company,Network Working Group,RFC,
59,105, Network Specifications for Remote Job Entry and Remote Job Output Retrieval at UCSB ,,,,company,Network Working Group,RFC,
60,1050, RPC: Remote Procedure Call Protocol specification ,Session Layer,,,person,Network Working Group,RFC,
61,1051, Standard for the transmission of IP datagrams and ARP packets over ARCNET networks ,,,,company,Network Working Group,RFC,
62,1052, IAB recommendations for the development of Internet network management standards ,,,,company,Network Working Group,RFC,
63,1053, Telnet X.3 PAD option ,,,,company,Network Working Group,RFC,
64,1054, Host extensions for IP multicasting ,,,,company,Network Working Group,RFC,
65,1055, Nonstandard for transmission of IP datagrams over serial lines: SLIP ,Network Layer,TCP/IP,,person,Network Working Group,RFC,
66,1056, PCMAIL: A distributed mail system for personal computers ,,,,company,Network Working Group,RFC,
67,1057, RPC: Remote Procedure Call Protocol specification: Version 2 ,Session Layer,,,person,Network Working Group,RFC,
68,1058, Routing Information Protocol ,,,,company,Network Working Group,RFC,
69,1059, Network Time Protocol (version 1) specification and implementation ,,,version 1,company,Network Working Group,RFC,
70,106, User/Server Site Protocol Network Host Questionnaire ,,,,company,Request for Comments #106,RFC,
71,1060, Assigned numbers ,,,,company,Network Working Group,RFC,
72,1061,Not Issued ,,,,military,,RFC,
73,1062, Internet numbers ,,,,person,Network Working Group,RFC,
74,1063, IP MTU discovery options ,,,,company,Network Working Group,RFC,
75,1064, Interactive Mail Access Protocol: Version 2 ,,,,company,Network Working Group,RFC,
76,1065, Structure and identification of management information for TCP/IP-based internets ,,TCP/IP,,company,Request for Comments: 1065,RFC,
77,1066, Management Information Base for network management of TCP/IP-based internets ,,,,company,Network Working Group,RFC,
78,1067, Simple Network Management Protocol ,,,,company,Network Working Group,RFC,
79,1068, Background File Transfer Program (BFTP) ,,,BFTP,company,Network Working Group,RFC,
80,1069, Guidelines for the use of Internet-IP addresses in the ISO Connectionless-Mode Network Protocol ,,,,company,Network Working Group,RFC,
81,107, Output of the Host-Host Protocol Glitch Cleaning Committee ,,,,company,,RFC,
82,1070, Use of the Internet as a subnetwork for experimentation with the OSI network layer ,,,,company,Network Working Group,RFC,
83,1071, Computing the Internet checksum ,,,,company,Network Working Group,RFC,
84,1072, TCP extensions for long-delay paths ,,,,company,Network Working Group,RFC,
85,1073, Telnet window size option ,,,,company,Network Working Group,RFC,
86,1074, NSFNET backbone SPF based Interior Gateway Protocol ,,,,company,Network Working Group,RFC,
87,1075, Distance Vector Multicast Routing Protocol ,Network Layer,,,company,Network Working Group,RFC,
88,1076, HEMS monitoring and control language ,,,,company,Network Working Group,RFC,
89,1077, Critical issues in high bandwidth networking ,,,,person,Request for Comments: 1077,RFC,
90,1078, TCP port service Multiplexer (TCPMUX) ,,,TCPMUX,company,Network Working Group,RFC,
91,1079, Telnet terminal speed option ,,,,company,Network Working Group,RFC,
92,108, Attendance list at the Urbana NWG meeting  February 17-19  1971 ,,,,company,Network Working Group,RFC,
93,1080, Telnet remote flow control option ,,,,company,Network Working Group,RFC,
94,1081, Post Office Protocol: Version 3 ,,,,company,Network Working Group,RFC,
95,1082, Post Office Protocol: Version 3: Extended service offerings ,,,,company,Network Working Group,RFC,
96,1083, IAB official protocol standards ,,,,person,,RFC,
97,1084, BOOTP vendor information extensions ,,,,company,Network Working Group,RFC,
98,1085, ISO presentation services on top of TCP/IP based internets ,Presentation Layer,,,company,Network Working Group,RFC,
99,1086, ISO-TP0 bridge between TCP and X.25 ,,X.25,,company,Network Working Group,RFC,
100,1087, Ethics and the Internet ,,,,person,,RFC,
101,1088, Standard for the transmission of IP datagrams over NetBIOS networks ,,,,company,Network Working Group,RFC,
102,1089, SNMP over Ethernet ,,,,company,Network Working Group,RFC,
103,109,Level III Server Protocol for the Lincoln Laboratory 360/67 Host ,,,,company,Network Working Group,RFC,
104,1090, SMTP on X.25 ,,X.25,,company,Network Working Group,RFC,
105,1091, Telnet terminal-type option ,,,,company,Network Working Group,RFC,
106,1092, EGP and policy based routing in the new NSFNET backbone ,,,,company,Network Working Group,RFC,
107,1093, NSFNET routing architecture ,,,,company,Network Working Group,RFC,
108,1094, NFS: Network File System Protocol specification ,,,,military,,RFC,
109,1095, Common Management Information Services and Protocol over TCP/IP (CMOT) ,,,CMOT,company,Network Working Group,RFC,
110,1096, Telnet X display location option ,,,,company,Network Working Group,RFC,
111,1097, Telnet subliminal-message option ,,,,company,Network Working Group,RFC,
112,1098, Simple Network Management Protocol (SNMP) ,,,SNMP,company,Network Working Group,RFC,
113,1099, Request for Comments Summary: RFC Numbers 1000-1099 ,,,,company,Network Working Group,RFC,
114,11,Implementation of the Host - Host Software Procedures in GORDO,,,,company,Network Working Group,RFC,
115,110,Conventions for Using an IBM 2741 Terminal as a User Console for Access to Network Server Hosts ,,,,company,Network Working Group,RFC,
116,1100, IAB official protocol standards ,,,,person,,RFC,
117,1101, DNS encoding of network names and other types ,,,,company,Network Working Group,RFC,
118,1102, Policy routing in Internet protocols ,,,,company,Network Working Group,RFC,
119,1103, Proposed standard for the transmission of IP datagrams over FDDI Networks ,,,,company,Network Working Group,RFC,
120,1104, Models of policy based routing ,,,,company,Network Working Group,RFC,
121,1105, Border Gateway Protocol (BGP) ,,,BGP,company,Network Working Group,RFC,
122,1106, TCP big window and NAK options ,,,,company,Network Working Group,RFC,
123,1107, Plan for Internet directory services ,,,,company,Network Working Group,RFC,
124,1108, U.S. Department of Defense Security Options for the Internet Protocol ,,,,company,Network Working Group,RFC,
125,1109, Report of the second Ad Hoc Network Management Review Group ,,,,company,Network Working Group,RFC,
126,111, Pressure from the Chairman ,,,,company,Network Working Group,RFC,
127,1110, Problem with the TCP big window option ,,,,company,Network Working Group,RFC,
128,1111, Request for comments on Request for Comments: Instructions to RFC authors ,,,,company,Network Working Group,RFC,
129,1112, Host extensions for IP multicasting ,Network Layer,TCP/IP,,company,Network Working Group,RFC,
130,1113,Privacy enhancement for Internet electronic mail: Part I - message encipherment and authentication procedures,,,,company,Network Working Group,RFC,
131,1114,Privacy enhancement for Internet electronic mail: Part II - certificate-based key management,,,,company,Network Working Group,RFC,
132,1115,Privacy enhancement for Internet electronic mail: Part III - algorithms  modes  and identifiers,,,,company,Network Working Group,RFC,
133,1116, Telnet Linemode option ,,,,company,,RFC,
134,1117, Internet numbers ,,,,company,Network Working Group,RFC,
135,1118, Hitchhikers guide to the Internet ,,,,company,Network Working Group,RFC,
136,1119, Network Time Protocol (version 2) specification and implementation ,,,version 2,military,,RFC,
137,112,User/Server Site Protocol: Network Host Questionnaire ,,,,company,Network Working Group,RFC,
138,1120, Internet Activities Board ,,,,company,Network Working Group,RFC,
139,1121, Act one - the poems ,,,,company,Network Working Group,RFC,
140,1122, Requirements for Internet Hosts - Communication Layers ,,TCP/IP,,military,,RFC,
141,1123,Requirements for Internet Hosts - Application and Support ,,TCP/IP,,military,,RFC,
142,1124, Policy issues in interconnecting networks ,,,,military,,RFC,
143,1125, Policy requirements for inter Administrative Domain routing ,,,,company,Network Working Group,RFC,
144,1126, Goals and functional requirements for inter-autonomous system routing ,,,,company,Network Working Group,RFC,
145,1127, Perspective on the Host Requirements RFCs ,,,,company,Network Working Group,RFC,
146,1128, Measured performance of the Network Time Protocol in the Internet system ,,,,military,,RFC,
147,1129, Internet Time Synchronization: The Network Time Protocol ,,,,military,,RFC,
148,113, Network activity report: UCSB Rand ,,,,company,Request for Comments: 113,RFC,
149,1130, IAB official protocol standards ,,,,company,,RFC,
150,1131, OSPF specification ,,,,military,,RFC,
151,1132, Standard for the transmission of 802.2 packets over IPX networks ,,Novell,,company,Network Working Group,RFC,
152,1133, Routing between the NSFNET and the DDN ,,,,company,Network Working Group,RFC,
153,1134, Point-to-Point Protocol: A proposal for multi-protocol transmission of datagrams over Point-to-Point links ,,,,company,Network Working Group,RFC,
154,1135, Helminthiasis of the Internet ,,,,company,Network Working Group,RFC,
155,1136, Administrative Domains and Routing Domains: A model for routing in the Internet ,,,,company,Network Working Group,RFC,
156,1137, Mapping between full RFC 822 and RFC 822 with restricted encoding ,,,,company,Network Working Group,RFC,
157,1138, Mapping between X.400(1988) / ISO 10021 and RFC 822 ,,,1988,company,Network Working Group,RFC,
158,1139, Echo function for ISO 8473 ,,,,person,Request for Comments: 1139,RFC,
159,114, File Transfer Protocol ,,,,company,Network Working Group,RFC,
160,1140, IAB official protocol standards ,,,,company,,RFC,
161,1141, Incremental updating of the Internet checksum ,,,,company,Network Working Group,RFC,
162,1142,OSI IS-IS Intra-domain Routing Protocol ,,,,military,,RFC,
163,1143, The Q Method of Implementing TELNET Option Negotiation ,,,,company,Network Working Group,RFC,
164,1144,Compressing TCP/IP Headers for Low-Speed Serial Links,Transport Layer,TCP/IP,,company,   Network Working Group,RFC,
165,1145, TCP alternate checksum options ,,,,company,Network Working Group,RFC,
166,1146, TCP alternate checksum options ,,,,company,Network Working Group,RFC,
167,1147, FYI on a Network Management Tool Catalog: Tools for Monitoring and Debugging TCP/IP Internets and Interconnected Devices ,,,,company,,RFC,
168,1148, Mapping between X.400(1988) / ISO 10021 and RFC 822 ,,,1988,company,Network Working Group,RFC,
169,1149, Standard for the transmission of IP datagrams on avian carriers ,,,,company,Network Working Group,RFC,
170,115, Some Network Information Center policies on handling documents ,,,,company,Network Working Group,RFC,
171,1150, FYI on FYI: Introduction to the FYI Notes ,,,,company,Network Working Group,RFC,
172,1151, Version 2 of the Reliable Data Protocol (RDP) ,Transport Layer,,RDP,company,Network Working Group,RFC,
173,1152, Workshop report: Internet research steering group workshop on very-high-speed networks ,,,,company,Network Working Group,RFC,
174,1153, Digest message format ,,,,company,Network Working Group,RFC,
175,1154, Encoding header field for internet messages ,,,,company,Network Working Group,RFC,
176,1155, Structure and identification of management information for TCP/IP-based internets ,,,,company,Network Working Group,RFC,
177,1156, Management Information Base for network management of TCP/IP-based internets ,,,,company,Network Working Group,RFC,
178,1157, Simple Network Management Protocol (SNMP) ,Application Layer,TCP/IP,SNMP,company,Network Working Group,RFC,
179,1158, Management Information Base for network management of TCP/IP-based internets: MIB-II ,,,,company,Network Working Group,RFC,
180,1159, Message Send Protocol ,,,,company,Network Working Group,RFC,
181,116, Structure of the May NWG Meeting ,,,,person,Network Working Group,RFC,
182,1160, Internet Activities Board ,,,,company,Network Working Group,RFC,
183,1161, SNMP over OSI ,,X.25,,company,Network Working Group,RFC,
184,1162, Connectionless Network Protocol (ISO 8473) and End System to Intermediate System (ISO 9542) Management Information Base ,,,ISO 8473,company,Network Working Group,RFC,
185,1163, Border Gateway Protocol (BGP) ,,,BGP,company,Network Working Group,RFC,
186,1164, Application of the Border Gateway Protocol in the Internet ,,,,person,Network Working Group,RFC,
187,1165, Network Time Protocol (NTP) over the OSI Remote Operations Service ,,,NTP,company,Network Working Group,RFC,
188,1166, Internet numbers ,,,,person,Network Working Group,RFC,
189,1167, Thoughts on the National Research and Education Network ,,,,company,Network Working Group,RFC,
190,1168, Intermail and Commercial Mail Relay services ,,,,company,Network Working Group,RFC,
191,1169, Explaining the role of GOSIP ,,,,company,Network Working Group,RFC,
192,117, Some comments on the official protocol ,,,,company,Network Working Group,RFC,
193,1170, Public key standards and licenses ,,,,company,Network Working Group,RFC,
194,1171, Point-to-Point Protocol for the transmission of multi-protocol datagrams over Point-to-Point links ,,,,company,Network Working Group,RFC,
195,1172, Point-to-Point Protocol (PPP) initial configuration options ,,PPP,PPP,company,Network Working Group,RFC,
196,1173, Responsibilities of host and network managers: A summary of the "oral tradition" of the Internet ,,,,military,,RFC,
197,1174, IAB recommended policy on distributing internet identifier assignment and IAB recommended policy change to internet "connected" status ,,,,company,Network Working Group,RFC,
198,1175, FYI on where to start: A bibliography of internetworking information ,,,,company,Network Working Group,RFC,
199,1176, Interactive Mail Access Protocol: Version 2 ,,,,company,Network Working Group,RFC,
200,1177, FYI on Questions and Answers: Answers to commonly asked "new internet user" questions ,,,,company,Network Working Group,RFC,
201,1178, Choosing a name for your computer ,,,,company,Network Working Group,RFC,
202,1179, Line printer daemon protocol ,,TCP/IP,,company,Network Printing Working Group,RFC,
203,118, Recommendations for facility documentation ,,,,company,Network Working Group,RFC,
204,1180, TCP/IP tutorial ,,VoIP,,company,Network Working Group,RFC,
205,1181, RIPE Terms of Reference ,,,,company,Network Working Group,RFC,
206,1182,Not Issued ,,,,military,,RFC,
207,1183, New DNS RR Definitions ,,X.25,,company,Network Working Group,RFC,
208,1184, Telnet Linemode Option ,,,,company,Request for Comments: 1184,RFC,
209,1185, TCP Extension for High-Speed Paths ,,,,company,Network Working Group,RFC,
210,1186, MD4 Message Digest Algorithm ,,,,company,Network Working Group,RFC,
211,1187, Bulk Table Retrieval with the SNMP ,,,,company,Network Working Group,RFC,
212,1188, Proposed Standard for the Transmission of IP Datagrams over FDDI Networks ,,TCP/IP,,company,Network Working Group,RFC,
213,1189, Common Management Information Services and Protocols for the Internet (CMOT and CMIP) ,,,CMOT and CMIP,company,Network Working Working Group,RFC,
214,119,Network Fortran Subprograms ,,,,company,Network Working Group,RFC,
215,1190, Experimental Internet Stream Protocol: Version 2 (ST-II) ,,,ST-II,person,Request for Comments: 1190,RFC,
216,1191, Path MTU discovery ,,TCP/IP,,company,Network Working Group,RFC,
217,1192, Commercialization of the Internet summary report ,,,,company,Network Working Working Group,RFC,
218,1193, Client requirements for real-time communication services ,,,,company,Network Working Group,RFC,
219,1194, Finger User Information Protocol ,Application Layer,,,company,Network Working Group,RFC,
220,1195, Use of OSI IS-IS for routing in TCP/IP and dual environments ,,,,company,Network Working Working Group,RFC,
221,1196, Finger User Information Protocol ,Application Layer,,,company,Network Working Group,RFC,
222,1197, Using ODA for translating multimedia information ,,,,company,Network Working Group,RFC,
223,1198, FYI on the X window system ,Application Layer,,,company,Network Working Group,RFC,
224,1199, Request for Comments Summary Notes: 1100-1199 ,,,,company,Network Working Group,RFC,
225,12, IMP-Host interface flow diagrams ,,,,person,Network Working Group,RFC,
226,120, Network PL1 subprograms ,,,,company,,RFC,
227,1200, IAB official protocol standards ,,,,company,,RFC,
228,1201, Transmitting IP traffic over ARCNET networks ,,TCP/IP,,company,Network Working Group,RFC,
229,1202, Directory Assistance service ,,,,company,Network Working Group,RFC,
230,1203, Interactive Mail Access Protocol: Version 3 ,,,,company,Network Working Group,RFC,
231,1204, Message Posting Protocol (MPP) ,,,MPP,company,Network Working Group,RFC,
232,1205, 5250 Telnet interface ,,,,company,Network Working Group,RFC,
233,1206, FYI on Questions and Answers: Answers to commonly asked "new Internet user" questions ,,,,company,Network Working Group,RFC,
234,1207, FYI on Questions and Answers: Answers to commonly asked "experienced Internet user" questions ,,,,company,Network Working Group,RFC,
235,1208,A Glossary of Networking Terms,,,,company,Network Working Group,RFC,
236,1209,The Transmission of IP Datagrams over the SMDS Service,,,,company,Network Working Group,RFC,
237,121, Network on-line operators ,,,,company,Network Working Group,RFC,
238,1210, Network and infrastructure user requirements for transatlantic research collaboration: Brussels  July 16-18  and Washington July 24-25  1990 ,,,,company,Network Working Group,RFC,
239,1211, Problems with the maintenance of large mailing lists ,,,,company,Network Working Group,RFC,
240,1212, Concise MIB definitions ,,,,company,Network Working Group,RFC,
241,1213,Management Information Base for Network Management of TCP/IP-based internets: MIB-II,,,,company,Network Working Group,RFC,
242,1214, OSI internet management: Management Information Base ,,,,military,,RFC,
243,1215, Convention for defining traps for use with the SNMP ,,,,company,Network Working Group,RFC,
244,1216, Gigabit network economics and paradigm shifts ,,,,company,Network Working Group,RFC,
245,1217, Memo from the Consortium for Slow Commotion Research (CSCR) ,,,CSCR,company,Network Working Group,RFC,
246,1218, Naming scheme for c=US ,,,,person,Network Working Group,RFC,
247,1219, On the assignment of subnet numbers ,,,,company,Network Working Group,RFC,
248,122, Network specifications for UCSB's Simple-Minded File System ,,,,company,Network Working Group,RFC,
249,1220, Point-to-Point Protocol extensions for bridging ,,,,company,Network Working Group,RFC,
250,1221, Host Access Protocol (HAP) specification: Version 2 ,,,HAP,company,Network Working Group,RFC,
251,1222, Advancing the NSFNET routing architecture ,,,,company,Network Working Group,RFC,
252,1223, OSI CLNS and LLC1 protocols on Network Systems HYPERchannel ,,,,company,Network Working Group,RFC,
253,1224, Techniques for managing asynchronously generated alerts ,,,,company,Network Working Group,RFC,
254,1225, Post Office Protocol: Version 3 ,,,,company,Network Working Group,RFC,
255,1226, Internet protocol encapsulation of AX.25 frames ,,,,company,Network Working Group,RFC,
256,1227, SNMP MUX protocol and MIB ,,,,company,Network Working Group,RFC,
257,1228, SNMP-DPI: Simple Network Management Protocol Distributed Program Interface ,Application Layer,,,company,Network Working Group,RFC,
258,1229, Extensions to the generic-interface MIB ,,,,company,Network Working Group,RFC,
259,123, Proffered Official ICP ,,,,company,Network Working Group,RFC,
260,1230, IEEE 802.4 Token Bus MIB ,,,,company,Network Working Group,RFC,
261,1231, IEEE 802.5 Token Ring MIB ,,,,company,Network Working Group,RFC,
262,1232, Definitions of managed objects for the DS1 Interface type ,,,,company,Network Working Group,RFC,
263,1233, Definitions of managed objects for the DS3 Interface type ,,,,company,Network Working Group,RFC,
264,1234, Tunneling IPX traffic through IP networks ,,Novell,,company,Network Working Group,RFC,
265,1235, Coherent File Distribution Protocol ,,,,company,Network Working Group,RFC,
266,1236, IP to X.121 address mapping for DDN ,,X.25,,company,Network Working Group,RFC,
267,1237, Guidelines for OSI NSAP Allocation in the Internet ,,,,person,,RFC,
268,1238, CLNS MIB for use with Connectionless Network Protocol (ISO 8473) and End System to Intermediate System (ISO 9542) ,,,ISO 8473,company,Network Working Group,RFC,
269,1239, Reassignment of experimental MIBs to standard MIBs ,,,,company,Network Working Group,RFC,
270,124, Typographical error in RFC 107 ,,,,company,NETWORK WORKING GROUP,RFC,
271,1240, OSI connectionless transport services on top of UDP: Version 1 ,,,,company,Network Working Group,RFC,
272,1241, Scheme for an internet encapsulation protocol: Version 1 ,,,,company,Network Working Group,RFC,
273,1242, Benchmarking Terminology for Network Interconnection Devices ,,,,company,Network Working Group,RFC,
274,1243, AppleTalk Management Information Base ,,AppleTalk,,company,Network Working Group,RFC,
275,1244, Site Security Handbook ,,,,company,Network Working Group,RFC,
276,1245, OSPF Protocol Analysis ,,,,company,Network Working Group,RFC,
277,1246, Experience with the OSPF Protocol ,,,,person,Network Working Group,RFC,
278,1247, OSPF Version 2 ,,,,company,Network Working Group,RFC,
279,1248, OSPF Version 2 Management Information Base ,,,,company,Network Working Group,RFC,
280,1249, DIXIE Protocol Specification ,,,,company,Network Working Group,RFC,
281,125, Response to RFC 86: Proposal for Network Standard Format for a Graphics Data Stream ,,,,military,,RFC,
282,1250, IAB Official Protocol Standards ,,,,person,Request for Comments: 1250,RFC,
283,1251, Who's Who in the Internet: Biographies of IAB  IESG and IRSG Members ,,,,company,Network Working Group,RFC,
284,1252, OSPF Version 2 Management Information Base ,,,,company,Network Working Group,RFC,
285,1253, OSPF Version 2 Management Information Base ,,,,company,Network Working Group,RFC,
286,1254, Gateway Congestion Control Survey ,,,,company,Network Working Group,RFC,
287,1255, A Naming Scheme for c=US ,,,,company,Network Working Group,RFC,
288,1256, ICMP Router Discovery Messages ,,TCP/IP,,military,,RFC,
289,1257, Isochronous applications do not require jitter-controlled networks ,,,,company,Network Working Group,RFC,
290,1258, BSD Rlogin ,Application Layer,,,company,Network Working Group,RFC,
291,1259, Building the open road: The NREN as test-bed for the national public network ,,,,company,Network Working Group,RFC,
292,126, Graphics Facilities at Ames Research Center ,,,,company,Network Working Group,RFC,
293,1260,Not Issued ,,,,military,,RFC,
294,1261, Transition of Nic Services ,,,,company,Network Working Group,RFC,
295,1262, Guidelines for Internet Measurement Activities ,,,,person,Request for Comments: 1262,RFC,
296,1263, TCP Extensions Considered Harmful ,,,,company,Network Working Group,RFC,
297,1264, Internet Engineering Task Force Internet Routing Protocol Standardization Criteria ,,,,company,Network Working Group,RFC,
298,1265, BGP Protocol Analysis ,,,,company,Network Working Group,RFC,
299,1266, Experience with the BGP Protocol ,,,,company,Network Working Group,RFC,
300,1267, Border Gateway Protocol 3 (BGP-3) ,,,BGP-3,company,Network Working Group,RFC,
301,1268, Application of the Border Gateway Protocol in the Internet ,,,,company,Network Working Group,RFC,
302,1269, Definitions of Managed Objects for the Border Gateway Protocol: Version 3 ,,,,company,Network Working Group,RFC,
303,127, Comments on RFC 123 ,,,,person,Network Working Group,RFC,
304,1270, SNMP Communications Services ,,,,company,Network Working Group,RFC,
305,1271, Remote Network Monitoring Management Information Base ,,,,company,Network Working Group,RFC,
306,1272, Internet Accounting: Background ,,,,company,Network Working Group,RFC,
307,1273, Measurement Study of Changes in Service-Level Reachability in the Global TCP/IP Internet: Goals  Experimental Design  Implementation  and Policy Considerations ,,,,company,Network Working Group,RFC,
308,1274, The COSINE and Internet X.500 Schema ,,,,company,Network Working Group,RFC,
309,1275,Replication Requirements to provide an Internet Directory using X.500 ,,,,company,Network Working Group,RFC,
310,1276, Replication and Distributed Operations extensions to provide an Internet Directory using X.500 ,,,,company,Network Working Group,RFC,
311,1277, Encoding Network Addresses to Support Operation over Non-OSI Lower Layers ,,,,company,Network Working Group,RFC,
312,1278, A string encoding of Presentation Address ,,,,company,Network Working Group,RFC,
313,1279, X.500 and Domains ,,,,company,Network Working Group,RFC,
314,128, Bytes ,,,,company,Network Working Group,RFC,
315,1280, IAB Official Protocol Standards ,,,,person,Request for Comments: 1280,RFC,
316,1281, Guidelines for the Secure Operation of the Internet ,,,,company,Network Working Group,RFC,
317,1282, BSD Rlogin ,Application Layer,,,company,Network Working Group,RFC,
318,1283, SNMP over OSI ,,,,company,Network Working Group,RFC,
319,1284, Definitions of Managed Objects for the Ethernet-like Interface Types ,,,,military,,RFC,
320,1285, FDDI Management Information Base ,,,,company,Network Working Group,RFC,
321,1286, Definitions of Managed Objects for Bridges ,,,,company,Network Working Group,RFC,
322,1287, Towards the Future Internet Architecture ,,,,company,Network Working Group,RFC,
323,1288, The Finger User Information Protocol ,,,,company,Network Working Group,RFC,
324,1289, DECnet Phase IV MIB Extensions ,,,,company,Network Working Group,RFC,
325,129, Request for comments on socket name structure ,,,,company,Request for Comments:  129,RFC,
326,1290, There's Gold in them thar Networks! or Searching for Treasure in all the Wrong Places ,,,,company,Network Working Group,RFC,
327,1291, Mid-Level Networks Potential Technical Services ,,,,company,Network Working Group,RFC,
328,1292, A Catalog of Available X.500 Implementations ,,,,company,Network,RFC,Group
329,1293, Inverse Address Resolution Protocol ,,,,company,Network Working Group,RFC,
330,1294, Multiprotocol Interconnect over Frame Relay ,,Frame Relay,,company,Network Working Group,RFC,
331,1295, User Bill of Rights for entries and listings in the Public Directory ,,,,person,Network Working Group,RFC,
332,1296, Internet Growth (1981-1991) ,,,1981-1991,company,Network Working Group,RFC,
333,1297, NOC Internal Integrated Trouble Ticket System Functional Specification Wishlist ("NOC TT REQUIREMENTS") ,,,NOC TT REQUIREMENTS,company,Network Working Group,RFC,
334,1298, SNMP over IPX ,,Novell,,company,Network Working Group,RFC,
335,1299, Summary of 1200-1299 ,,,,company,Network Working Group,RFC,
